Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Name,VIP_1.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Saxinon Oradly,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Celis Benney,0.0
8.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Elody Benney,0.0
3.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Leence Benney,0.0
27.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Eulah Benney,0.0
9.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Robyny Benney,0.0
29.0,362.0,15.0,-0.015479696721267332,0.0,450.0,Earth,Sanya Stannondez,0.0
18.0,756.0,116.0,-0.015479696721267332,1.0,58.0,Earth,Ronia Kellynn,0.0
22.0,197.0,0.0,-0.014198774518476235,0.0,0.0,Mars,Panter Gerry,0.0
24.0,6.0,11.0,-0.013949130957251418,0.0,0.0,Mars,Alls Cooki,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Ranuts Kidne,0.0
36.0,261.0,0.0,-0.015255126530820552,465.0,0.0,Earth,Vanez Currisones,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Ruchbia Extraly,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Algrafi Extraly,0.0
26.0,0.0,275.0,-0.015479696721267332,4572.0,163.0,Europa,Polar Extraly,1.0
29.0,1669.0,2.0,-0.015215881254820145,155.0,0.0,Earth,Gracy Goldendrice,0.0
40.0,44.0,0.0,-0.014863763917372038,0.0,18.0,Earth,Mael Vales,0.0
36.0,33.0,0.0,-0.015479696721267332,12767.0,1193.0,Europa,Grasath Clindy,0.0
46.0,717.0,516.0,-0.015475336135045065,2.0,2439.0,Europa,Gorabba Pistage,0.0
42.0,4762.0,20.0,-0.015479696721267332,4.0,41.0,Europa,Genons Pistage,0.0
23.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jaimez Waterson,0.0
19.0,741.0,12.0,-0.015478606574711765,0.0,0.0,Earth,Jenne Alshipson,0.0
25.0,3.0,3833.0,-0.006651689914286655,1531.0,0.0,Europa,Brakis Matimple,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Kurta Buckentry,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Azhasim Dompul,0.0
39.0,0.0,25273.0,-0.015479696721267332,13.0,1714.0,Europa,Zedark Asharing,0.0
42.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alurops Dompul,0.0
35.0,0.0,1442.0,-0.015479696721267332,1813.0,6439.0,Europa,Aviton Dompul,0.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Daisya Burksson,0.0
20.0,786.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ren Burksson,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Monard Hickerson,0.0
36.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Poloos Nutte,0.0
39.0,2556.0,0.0,-0.01545571349704486,0.0,0.0,Mars,Set Chcak,0.0
23.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Rasaleh Gulcepusy,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Bath Gulcepusy,0.0
50.0,0.0,0.0,-0.015394665289933114,751.0,78.0,Earth,Luise Prickmantes,0.0
41.0,0.0,0.0,-0.014686070028814635,0.0,0.0,Earth,Kerryn Bensley,0.0
19.0,1.0,0.0,-0.01238477065001293,85.0,0.0,Mars,Fow Floaf,0.0
20.0,186.0,0.0,-0.015479696721267332,602.0,100.0,Earth,Berta Barnolderg,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Hasim Anindery,0.0
38.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Okulus Anindery,0.0
32.0,1340.0,0.0,-0.015479696721267332,8517.0,1256.0,Europa,Deneba Anindery,0.0
44.0,696.0,0.0,-0.014976049012595428,46.0,94.0,Mars,Chtios Muff,0.0
18.0,1542.0,0.0,-0.0153292564965991,0.0,0.0,Mars,Panzel Muff,0.0
49.0,108.0,0.0,-0.01543500071248909,1560.0,0.0,Mars,Hony Nutca,0.0
23.0,3186.0,0.0,-0.015479696721267332,2.0,0.0,Mars,Libers Nutca,0.0
31.0,41.0,334.0,-0.015478606574711765,62.0,484.0,Earth,Jilly Alfordonard,0.0
55.0,1054.0,0.0,-0.015477516428156198,0.0,1.0,Mars,Gramus Graie,0.0
60.0,60.0,0.0,-0.007824687608076628,0.0,0.0,Mars,Wales Ste,0.0
20.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Triesh Ste,0.0
34.0,301.0,0.0,-0.015393575143377547,919.0,0.0,Mars,Apench Ste,0.0
14.0,123.0,0.0,-0.015479696721267332,1936.0,22.0,Mars,Felios Melto,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Bats Melto,0.0
19.0,0.0,86.0,-0.015479696721267332,368.0,4055.0,Europa,Okula Pabler,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Zedark Pabler,0.0
42.0,98.0,10.0,-0.015479696721267332,613.0,0.0,Earth,Arllia Conleydenan,0.0
18.0,212.0,678.0,-0.015466614962600529,0.0,0.0,Earth,Andyn Mcfaddoxter,0.0
50.0,0.0,0.0,-0.014063596345585941,0.0,0.0,Mars,Cers Datie,0.0
26.0,0.0,0.0,-0.015479696721267332,1079.0,281.0,Earth,Jillie Chardsonnon,0.0
47.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Tauxon Suptibler,0.0
35.0,0.0,627.0,-0.015479696721267332,44.0,0.0,Earth,Guyl Hardley,0.0
58.0,73.0,0.0,-0.015019654874818104,978.0,0.0,Mars,Kohs Cort,0.0
20.0,376.0,0.0,-0.015215881254820145,1.0,0.0,Earth,Dellia Hickett,0.0
28.0,5.0,11549.0,-0.015335797375932502,4966.0,524.0,Europa,Mahamak Ofracculy,0.0
12.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
20.0,0.0,0.0,-0.015479696721267332,10.0,0.0,Earth,Coreen Simmonders,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Adrie Hoffergess,0.0
31.0,0.0,34.0,-0.015391394850266414,0.0,608.0,Earth,Philda Medington,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Robyna Solon,0.0
17.0,1031.0,0.0,-0.014361206355255703,42.0,0.0,Mars,Ranats Prie,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Pigars Prie,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Joyn Gaineyerson,0.0
48.0,0.0,755.0,-0.015479696721267332,0.0,0.0,Earth,Searla Mccarveymon,0.0
38.0,3.0,1252.0,-0.015478606574711765,0.0,0.0,Earth,Verney Singtons,0.0
33.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Iononus Rewmid,0.0
20.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Shany Pooles,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Rionk Coff,0.0
52.0,356.0,34.0,-0.015165734513264067,0.0,124.0,Earth,Alley Barnolderg,0.0
15.0,638.0,0.0,-0.015472065695378363,0.0,0.0,Earth,Alber Colleruces,0.0
25.0,10.0,2.0,-0.01465663607181433,0.0,9.0,Earth,Kirky Colleruces,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Shelle Perkings,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Davisy Colleruces,0.0
16.0,1395.0,0.0,-0.015479696721267332,21.0,522.0,Earth,Wandy Colleruces,0.0
48.0,1.0,0.0,-0.015197348763375506,308.0,450.0,Earth,Berta Barnolderg,0.0
36.0,0.0,69.0,-0.015479696721267332,0.0,796.0,Earth,Shalle Barnolderg,0.0
19.0,0.0,74.0,-0.014814707322371529,0.0,0.0,Earth,Teryla Headardyer,0.0
43.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Blanie Headardyer,0.0
32.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Zibah Stranbeate,0.0
54.0,0.0,8.0,-0.010692863195773117,4882.0,7.0,Europa,Berta Barnolderg,0.0
33.0,0.0,1030.0,-0.015479696721267332,3490.0,5832.0,Europa,Meropus Ametic,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Kaffias Ametic,0.0
33.0,23.0,0.0,-0.014676258709814533,493.0,1373.0,Europa,Misadr Ametic,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alderak Ametic,0.0
23.0,0.0,1468.0,-0.015479696721267332,704.0,1193.0,Europa,Celavar Ametic,0.0
26.0,8.0,67.0,-0.015479696721267332,393.0,1975.0,Europa,Duhratz Ametic,0.0
41.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Macon Fache,0.0
2.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Arla Jacostanley,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Delley Jacostanley,0.0
70.0,130.0,0.0,-0.01412028396647542,0.0,3.0,Earth,Hary Waltonson,0.0
20.0,0.0,1704.0,-0.015476426281600631,0.0,0.0,Earth,Eddiey Gardonadox,0.0
31.0,273.0,722.0,-0.015478606574711765,0.0,0.0,Earth,Doray Fowlesterez,0.0
8.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Kimmy Fowlesterez,0.0
5.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jenn Fowlesterez,0.0
45.0,288.0,0.0,-0.01446368013147899,4.0,0.0,Mars,Cinkes Chité,0.0
37.0,731.0,0.0,-0.01491609095203925,50.0,0.0,Mars,Anakes Chité,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
55.0,0.0,538.0,-0.015479696721267332,6.0,5288.0,Europa,Misa Dischod,0.0
18.0,0.0,251.0,-0.015479696721267332,0.0,553.0,Earth,Harrie Sterreray,0.0
36.0,6.0,0.0,-0.015479696721267332,783.0,0.0,Earth,Tamie Sterreray,0.0
59.0,1678.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Docoos Fiha,0.0
61.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Anda Mejiaddox,0.0
46.0,4908.0,1.0,-0.015476426281600631,1.0,14.0,Earth,Dellia Whitledges,0.0
29.0,87.0,1192.0,-0.01540665690204435,0.0,3.0,Mars,Seat Facke,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Rayle Lewinton,0.0
20.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Azaleha Aroodint,0.0
28.0,4.0,0.0,-0.013060661514464403,0.0,0.0,Mars,Tot Kate,0.0
26.0,708.0,183.0,-0.015468795255711662,0.0,0.0,Earth,Ryany Prinson,0.0
32.0,642.0,0.0,-0.014652275485592062,332.0,1444.0,Earth,Bara Hutchinton,0.0
18.0,658.0,0.0,-0.015479696721267332,0.0,5.0,Earth,Lina Ocherman,0.0
50.0,1.0,0.0,-0.015479696721267332,736.0,0.0,Earth,Salley Brantuarez,0.0
47.0,239.0,75.0,-0.014948795348706256,7.0,0.0,Earth,Line Monsoney,0.0
15.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Erman Monsoney,0.0
49.0,189.0,0.0,-0.015479696721267332,882.0,0.0,Earth,Sethew Kellson,0.0
32.0,0.0,2116.0,-0.008664100455863135,0.0,81.0,Europa,Eleb Bradiary,0.0
63.0,4.0,6.0,-0.015479696721267332,0.0,835.0,Earth,Eline Hooperez,0.0
54.0,129.0,0.0,-0.014998942090262334,1028.0,0.0,Mars,Fow Tité,0.0
21.0,128.0,0.0,-0.015457893790155993,628.0,0.0,Earth,Branca Hoppers,0.0
38.0,1030.0,1347.0,-0.015264937849820654,3.0,0.0,Mars,Supce Gre,0.0
50.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Beeres Erpie,0.0
32.0,1.0,0.0,-0.01454435097659094,0.0,689.0,Earth,Bobara Mallerez,0.0
33.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Eltares Witive,0.0
30.0,0.0,870.0,-0.01540665690204435,1.0,461.0,Europa,Winork Aiming,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Dwindy Emenez,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Gonut Keen,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Cings Keen,0.0
37.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Crunch Keen,0.0
59.0,53.0,0.0,-0.01249705574523632,0.0,0.0,Mars,Choney Keen,0.0
31.0,0.0,2522.0,-0.015479696721267332,0.0,2756.0,Europa,Zanino Femoused,0.0
25.0,246.0,0.0,-0.014889927434705644,0.0,16.0,Earth,Randa Sweett,0.0
38.0,8.0,147.0,-0.015479696721267332,7668.0,46.0,Europa,Gimph Mallisly,0.0
37.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Aldun Mallisly,0.0
44.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Merabik Trovetert,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Caphact Flutorly,0.0
45.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alatik Flutorly,0.0
53.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Eles Hotty,0.0
21.0,0.0,0.0,-0.014730766037592878,0.0,21.0,Earth,Wallyn Gletonerson,0.0
33.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Fal Knike,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Rios Knike,0.0
37.0,0.0,0.0,-0.01436556694147797,15.0,0.0,Earth,Len Cobson,0.0
34.0,648.0,0.0,-0.015075252349152015,38.0,0.0,Mars,Eggies Pate,0.0
46.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Mizark Ereatible,0.0
19.0,1.0,1378.0,-0.015411017488266617,163.0,659.0,Europa,Weznif Ereatible,0.0
4.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Nelly Richan,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Monard Richan,0.0
12.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Etha Richan,0.0
7.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Bonyam Richan,0.0
34.0,1729.0,17.0,-0.015479696721267332,0.0,1298.0,Earth,Ellena Richan,0.0
10.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Man Richan,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Belix Kennetty,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ianna Kennetty,0.0
27.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Muebix Mepie,0.0
21.0,15.0,345.0,-0.015460074083267127,486.0,0.0,Earth,Paulah Reenez,0.0
37.0,4105.0,2081.0,-0.015478606574711765,118.0,446.0,Europa,Elerops Cassiding,0.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Alfrey Ewins,0.0
17.0,441.0,0.0,-0.015336887522488069,315.0,5.0,Earth,Jaye Noelan,0.0
17.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Erie Tersony,0.0
35.0,0.0,6442.0,-0.014747118235926381,238.0,60.0,Europa,Tabius Frogauded,0.0
34.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Elody Daughessey,0.0
17.0,760.0,752.0,-0.015479696721267332,16.0,2471.0,Europa,Jihalla Embleng,0.0
39.0,0.0,547.0,-0.015479696721267332,1121.0,4641.0,Europa,Geonkaa Embleng,0.0
56.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Unukat Embleng,0.0
35.0,3424.0,20.0,-0.015479696721267332,442.0,1130.0,Europa,Quarkib Groughty,0.0
17.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Rasalm Groughty,0.0
29.0,0.0,0.0,-0.015165734513264067,395.0,0.0,Earth,Adria Mcneiley,0.0
15.0,4922.0,0.0,-0.012833911030906489,0.0,0.0,Mars,Pid Vloaf,0.0
37.0,1063.0,133.0,-0.015371772212266209,2.0,0.0,Mars,Blues Vloaf,0.0
36.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Jabbab Dident,0.0
36.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Yolas Pooley,0.0
18.0,4.0,9352.0,-0.015479696721267332,10.0,46.0,Europa,Lesaton Healist,0.0
61.0,2221.0,0.0,-0.015479696721267332,1.0,0.0,Mars,Chars Fone,0.0
45.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Caks Spie,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Mall Spie,0.0
65.0,0.0,804.0,-0.015479696721267332,0.0,0.0,Earth,Julion Llonovancis,0.0
27.0,286.0,0.0,-0.014364476794922403,0.0,0.0,Mars,Bases Shcad,0.0
13.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Sex Shcad,0.0
32.0,2543.0,1.0,-0.015419738660711153,0.0,0.0,Mars,Mele Sha,0.0
17.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Dont Hoppers,0.0
44.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Nance Hoppers,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Charry Hortis,0.0
16.0,0.0,379.0,-0.015479696721267332,2488.0,1.0,Earth,Caseya Hortis,0.0
41.0,0.0,1032.0,-0.015479696721267332,0.0,32.0,Earth,Juane Bakerson,0.0
40.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Royce Yatters,0.0
16.0,0.0,492.0,-0.015479696721267332,0.0,0.0,Earth,Gracy Warrison,0.0
17.0,0.0,24.0,-0.014746028089370814,0.0,0.0,Earth,Loisey Meltonway,0.0
40.0,5.0,0.0,-0.015476426281600631,447.0,424.0,Earth,Brank Romason,0.0
37.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Elly Masquez,0.0
53.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Auvan Stubtlarle,0.0
42.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Tetra Stubtlarle,0.0
31.0,0.0,428.0,-0.015479696721267332,1154.0,1025.0,Earth,Arkaban Spriney,0.0
18.0,1644.0,430.0,-0.015307453565487763,0.0,0.0,Mars,Choney Perta,0.0
51.0,755.0,6.0,-0.015170095099486334,102.0,0.0,Mars,All Derte,1.0
20.0,0.0,0.0,-0.014083218983586145,8.0,0.0,Mars,Frunad Derte,0.0
19.0,0.0,0.0,-0.013915336414028845,15.0,0.0,Mars,Gibers Derte,0.0
22.0,499.0,46.0,-0.015290011220598693,61.0,7.0,Earth,Calvia Spentley,0.0
41.0,0.0,1528.0,-0.015467705109156096,10243.0,17.0,Europa,Alram Contery,0.0
28.0,0.0,1048.0,-0.01387827143113957,0.0,22.0,Europa,Spurin Cisorter,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Trise Perie,0.0
42.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Berta Barnolderg,0.0
20.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Flats Perie,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Aludram Impress,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Dyonon Emoted,0.0
25.0,30.0,5718.0,-0.015479696721267332,0.0,1385.0,Europa,Askedus Emoted,1.0
45.0,0.0,0.0,-0.014327411812033128,0.0,0.0,Mars,Pil Bake,0.0
19.0,0.0,77.0,-0.015479696721267332,532.0,256.0,Earth,Idary Hebernandry,0.0
